species,otolith label
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Blue Whiting,8
Blue Whiting,9
Blue Whiting,10
Blue Whiting,11
Blue Whiting,12
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Blue Whiting,8
Blue Whiting,9
Blue Whiting,10
Blue Whiting,11
Blue Whiting,12
Blue Whiting,13
Blue Whiting,14
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Blue Whiting,8
Blue Whiting,9
Blue Whiting,10
Blue Whiting,11
Blue Whiting,12
Blue Whiting,13
Blue Whiting,14
Blue Whiting,15
Blue Whiting,16
Blue Whiting,17
Blue Whiting,18
Blue Whiting,19
Blue Whiting,20
Blue Whiting,21
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Blue Whiting,8
Blue Whiting,9
Blue Whiting,10
Blue Whiting,11
Blue Whiting,12
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Blue Whiting,8
Blue Whiting,9
Blue Whiting,10
Blue Whiting,11
Blue Whiting,12
Blue Whiting,13
Blue Whiting,4
Cod,1
Cod,2
Cod,3
Cod,4
Cod,3
Cod,1
Cod,2
Cod,1
Hake,1
Hake,1
Unidentified Gadidae,1
Unidentified Gadidae,2
Unidentified Gadidae,3
Norway Pout,1
Norway Pout,1
Norway Pout,2
Norway Pout,3
Norway Pout,4
Norway Pout,1
Norway Pout,2
Norway Pout,3
Norway Pout,4
Norway Pout,5
Norway Pout,6
Norway Pout,7
Norway Pout,8
Norway Pout,9
Norway Pout,10
Norway Pout,11
Poor Cod,1
Poor Cod,2
Poor Cod,3
Poor Cod,4
Poor Cod,5
Poor Cod,6
Poor Cod,7
Poor Cod,8
Poor Cod,9
Poor Cod,10
Poor Cod,11
Poor Cod,12
Whiting,1
Whiting,2
Whiting,3
Whiting,4
Whiting,1
Whiting,2
Whiting,3
Whiting,1
Whiting,2
Whiting,3
Whiting,4
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Hake,1
Hake,2
Hake,3
Unidentified Gadidae,1
Unidentified Gadidae,2
Unidentified Gadidae,3
Unidentified Gadidae,4
Unidentified Gadidae,5
Unidentified Gadidae,6
Poor Cod,1
Vahl's Eelpout,1
Vahl's Eelpout,2
Vahl's Eelpout,3
Vahl's Eelpout,4
Vahl's Eelpout,5
Vahl's Eelpout,6
Vahl's Eelpout,7
Vahl's Eelpout,8
Vahl's Eelpout,9
Vahl's Eelpout,10
Vahl's Eelpout,11
Vahl's Eelpout,12
Vahl's Eelpout,13
Vahl's Eelpout,14
Vahl's Eelpout,15
Vahl's Eelpout,16
Vahl's Eelpout,17
Hake,1
Plaice,1
Vahl's Eelpout,2
Unidentified otoliths,1
empty,
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,10
Haddock/Pollack/Saithe,11
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,10
Haddock/Pollack/Saithe,11
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,10
Haddock/Pollack/Saithe,11
Haddock/Pollack/Saithe,12
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,10
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,10
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,10
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,10
Haddock/Pollack/Saithe,11
Haddock/Pollack/Saithe,12
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,10
Haddock/Pollack/Saithe,11
Haddock/Pollack/Saithe,12
Haddock/Pollack/Saithe,13
Haddock/Pollack/Saithe,14
Haddock/Pollack/Saithe,15
Haddock/Pollack/Saithe,16
Haddock/Pollack/Saithe,17
Haddock/Pollack/Saithe,18
Haddock/Pollack/Saithe,19
Haddock/Pollack/Saithe,20
Haddock/Pollack/Saithe,21
Haddock/Pollack/Saithe,22
Haddock/Pollack/Saithe,23
Haddock/Pollack/Saithe,24
Haddock/Pollack/Saithe,25
Haddock/Pollack/Saithe,26
Haddock/Pollack/Saithe,27
Haddock/Pollack/Saithe,28
Haddock/Pollack/Saithe,29
Haddock/Pollack/Saithe,30
Haddock/Pollack/Saithe,31
Haddock/Pollack/Saithe,32
empty,
empty,
Blue Whiting,46
Blue Whiting,47
Blue Whiting,48
Blue Whiting,49
Blue Whiting,50
Blue Whiting,51
Blue Whiting,52
Blue Whiting,53
Blue Whiting,54
Cod,45
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,10
Haddock/Pollack/Saithe,11
Haddock/Pollack/Saithe,12
Haddock/Pollack/Saithe,13
Haddock/Pollack/Saithe,14
Haddock/Pollack/Saithe,15
Haddock/Pollack/Saithe,16
Haddock/Pollack/Saithe,17
Haddock/Pollack/Saithe,18
Haddock/Pollack/Saithe,19
Haddock/Pollack/Saithe,20
Haddock/Pollack/Saithe,21
Haddock/Pollack/Saithe,22
Haddock/Pollack/Saithe,23
Haddock/Pollack/Saithe,24
Haddock/Pollack/Saithe,25
Haddock/Pollack/Saithe,26
Haddock/Pollack/Saithe,27
Haddock/Pollack/Saithe,28
Haddock/Pollack/Saithe,29
Haddock/Pollack/Saithe,30
Haddock/Pollack/Saithe,31
Haddock/Pollack/Saithe,32
Haddock/Pollack/Saithe,33
Haddock/Pollack/Saithe,34
Haddock/Pollack/Saithe,35
Haddock/Pollack/Saithe,36
Haddock/Pollack/Saithe,37
Haddock/Pollack/Saithe,38
Haddock/Pollack/Saithe,39
Haddock/Pollack/Saithe,40
Haddock/Pollack/Saithe,41
Haddock/Pollack/Saithe,42
Haddock/Pollack/Saithe,43
Haddock/Pollack/Saithe,44
Cephalopoda,1
Cod,9
Cod,10
Cod,11
Cod,12
Cod,13
Cod,14
Cod,15
Cod,16
Cod,17
Cod,18
Cod,19
Cod,20
Cod,21
Cod,22
Cod,23
Cod,1
Cod,2
Cod,1
Four-bearded Rockling,1
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,4
Long Rough Dab,1
Unidentified Gadidae,1
Unidentified Gadidae,2
Unidentified Gadidae,3
Poor Cod,24
Poor Cod,25
Poor Cod,26
Whiting,1
Whiting,2
Whiting,3
Whiting,4
Whiting,5
Cephalopoda,1
Cephalopoda,1
Ballan Wrasse,1
Ballan Wrasse,2
Ballan Wrasse,3
Ballan Wrasse,4
Ballan Wrasse,5
Ballan Wrasse,6
Ballan Wrasse,7
Ballan Wrasse,8
Ballan Wrasse,9
Ballan Wrasse,10
Ballan Wrasse,11
Ballan Wrasse,12
Ballan Wrasse,13
Ballan Wrasse,14
Ballan Wrasse,15
Ballan Wrasse,16
Ballan Wrasse,17
Ballan Wrasse,18
Ballan Wrasse,37
Ballan Wrasse,38
Ballan Wrasse,39
Ballan Wrasse,40
Ballan Wrasse,41
Ballan Wrasse,42
Ballan Wrasse,43
Ballan Wrasse,44
Ballan Wrasse,45
Ballan Wrasse,46
Ballan Wrasse,47
Ballan Wrasse,48
Ballan Wrasse,49
Ballan Wrasse,50
Ballan Wrasse,51
Ballan Wrasse,52
Black Goby,19
Black Goby,20
Black Goby,21
Black Goby,22
Black Goby,23
Black Goby,24
Black Goby,25
Black Goby,26
Black Goby,27
Black Goby,28
Black Goby,29
Blue Whiting,30
Cod,8
Cod,9
Cod,10
Cod,11
Cod,12
Cod,13
Cod,1
Greater Argentine,6
Greater Argentine,7
Unidentified Gadidae,31
Unidentified Gadidae,32
Unidentified Gadidae,33
Unidentified Gadidae,34
Unidentified Gadidae,35
Unidentified Gadidae,36
Poor Cod,1
Poor Cod,2
Poor Cod,3
Poor Cod,4
Poor Cod,5
Cephalopoda,1
Cephalopoda,1
Cephalopoda,1
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Blue Whiting,8
Blue Whiting,9
Blue Whiting,10
Blue Whiting,11
Blue Whiting,12
Blue Whiting,13
Blue Whiting,14
Blue Whiting,15
Blue Whiting,16
Blue Whiting,17
Blue Whiting,18
Blue Whiting,19
Blue Whiting,20
Blue Whiting,21
Blue Whiting,22
Blue Whiting,23
Blue Whiting,24
Blue Whiting,25
Blue Whiting,26
Blue Whiting,27
Blue Whiting,28
Blue Whiting,29
Blue Whiting,30
Blue Whiting,31
Blue Whiting,32
Blue Whiting,33
Blue Whiting,34
Blue Whiting,35
Blue Whiting,36
Blue Whiting,37
Blue Whiting,38
Blue Whiting,39
Blue Whiting,40
Blue Whiting,41
Blue Whiting,42
Blue Whiting,43
Blue Whiting,44
Blue Whiting,45
Blue Whiting,46
Blue Whiting,47
Blue Whiting,48
Blue Whiting,49
Blue Whiting,50
Blue Whiting,51
Blue Whiting,52
Blue Whiting,53
Blue Whiting,54
Blue Whiting,55
Blue Whiting,56
Blue Whiting,57
Blue Whiting,58
Blue Whiting,59
Blue Whiting,60
Blue Whiting,61
Blue Whiting,62
Blue Whiting,63
Blue Whiting,64
Blue Whiting,65
Cod,1
Cod,2
Cod,3
Cod,4
Norway Pout,1
Blue Whiting,1
Blue Whiting,2
Blue Whiting,1
Unidentified Gadidae,2
Black Goby,1
Black Sea Bream,1
Black Sea Bream,2
Black Sea Bream,3
Black Sea Bream,4
Black Sea Bream,1
Black Sea Bream,2
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Hake,1
Hake,1
Hake,2
Hake,3
Norway Pout,1
Norway Pout,2
Norway Pout,3
Whiting,1
Whiting,2
Whiting,4
Whiting,5
Whiting,6
Whiting,1
Sandeel,1
Sandeel,2
Sandeel,3
Sandeel,4
Sandeel,5
Sandeel,6
Sandeel,7
Sandeel,8
Sandeel,9
Sandeel,10
Sandeel,11
Sandeel,12
Sandeel,13
Sandeel,14
Sandeel,15
Sandeel,16
Sandeel,17
Sandeel,18
Sandeel,19
Sandeel,20
Sandeel,21
Sandeel,22
Sandeel,23
Sandeel,24
Sandeel,25
Sandeel,26
Sandeel,27
Sandeel,28
Sandeel,29
Sandeel,30
Sandeel,31
Sandeel,32
Sandeel,33
Sandeel,34
Sandeel,35
Sandeel,36
Sandeel,37
Sandeel,38
Sandeel,39
Sandeel,40
Sandeel,41
Sandeel,42
Sandeel,43
Sandeel,44
Sandeel,45
Sandeel,46
Sandeel,47
Sandeel,48
Sandeel,49
Sandeel,50
Sandeel,51
Sandeel,52
Sandeel,53
Sandeel,54
Sandeel,55
Sandeel,56
Sandeel,57
Sandeel,58
Sandeel,59
Sandeel,60
Sandeel,61
Sandeel,62
Sandeel,63
Sandeel,64
Sandeel,65
Sandeel,66
Sandeel,67
Sandeel,68
Sandeel,69
Sandeel,70
Sandeel,71
Sandeel,72
Sandeel,73
Sandeel,74
Sandeel,75
Sandeel,76
Sandeel,77
Sandeel,78
Sandeel,79
Sandeel,80
Sandeel,81
Sandeel,82
Sandeel,83
Sandeel,84
Sandeel,85
Sandeel,86
Sandeel,87
Sandeel,88
Sandeel,89
Sandeel,90
Sandeel,91
Sandeel,92
Sandeel,93
Sandeel,94
Sandeel,95
Sandeel,96
Sandeel,97
Sandeel,98
Sandeel,99
Sandeel,100
Sandeel,101
Sandeel,102
Sandeel,103
Sandeel,104
Sandeel,105
Sandeel,106
Sandeel,107
Sandeel,108
Sandeel,109
Sandeel,110
Sandeel,111
Sandeel,112
Sandeel,113
Sandeel,114
Sandeel,115
Sandeel,116
Sandeel,117
Sandeel,118
Cod,201
Cod,202
Cod,203
Cod,204
Haddock/Pollack/Saithe,123
Haddock/Pollack/Saithe,124
Haddock/Pollack/Saithe,125
Haddock/Pollack/Saithe,126
Haddock/Pollack/Saithe,127
Haddock/Pollack/Saithe,128
Haddock/Pollack/Saithe,129
Haddock/Pollack/Saithe,130
Haddock/Pollack/Saithe,131
Haddock/Pollack/Saithe,132
Haddock/Pollack/Saithe,133
Haddock/Pollack/Saithe,134
Haddock/Pollack/Saithe,135
Haddock/Pollack/Saithe,136
Haddock/Pollack/Saithe,137
Haddock/Pollack/Saithe,138
Haddock/Pollack/Saithe,139
Haddock/Pollack/Saithe,140
Haddock/Pollack/Saithe,141
Haddock/Pollack/Saithe,142
Haddock/Pollack/Saithe,143
Haddock/Pollack/Saithe,144
Haddock/Pollack/Saithe,145
Haddock/Pollack/Saithe,146
Haddock/Pollack/Saithe,147
Haddock/Pollack/Saithe,148
Haddock/Pollack/Saithe,149
Haddock/Pollack/Saithe,150
Haddock/Pollack/Saithe,151
Haddock/Pollack/Saithe,152
Haddock/Pollack/Saithe,153
Haddock/Pollack/Saithe,154
Haddock/Pollack/Saithe,155
Haddock/Pollack/Saithe,156
Haddock/Pollack/Saithe,157
Haddock/Pollack/Saithe,158
Haddock/Pollack/Saithe,159
Haddock/Pollack/Saithe,160
Haddock/Pollack/Saithe,161
Haddock/Pollack/Saithe,162
Haddock/Pollack/Saithe,163
Haddock/Pollack/Saithe,164
Haddock/Pollack/Saithe,165
Haddock/Pollack/Saithe,166
Haddock/Pollack/Saithe,167
Haddock/Pollack/Saithe,168
Haddock/Pollack/Saithe,169
Haddock/Pollack/Saithe,170
Haddock/Pollack/Saithe,171
Haddock/Pollack/Saithe,172
Haddock/Pollack/Saithe,173
Haddock/Pollack/Saithe,174
Haddock/Pollack/Saithe,175
Haddock/Pollack/Saithe,176
Haddock/Pollack/Saithe,177
Haddock/Pollack/Saithe,178
Haddock/Pollack/Saithe,179
Haddock/Pollack/Saithe,180
Haddock/Pollack/Saithe,181
Haddock/Pollack/Saithe,182
Haddock/Pollack/Saithe,183
Haddock/Pollack/Saithe,184
Haddock/Pollack/Saithe,185
Haddock/Pollack/Saithe,186
Haddock/Pollack/Saithe,187
Haddock/Pollack/Saithe,188
Haddock/Pollack/Saithe,189
Haddock/Pollack/Saithe,190
Haddock/Pollack/Saithe,191
Haddock/Pollack/Saithe,192
Haddock/Pollack/Saithe,193
Haddock/Pollack/Saithe,196
Haddock/Pollack/Saithe,197
Haddock/Pollack/Saithe,198
Haddock/Pollack/Saithe,199
Haddock/Pollack/Saithe,200
Hake,194
Hake,195
Unidentified Gadidae,1
Sandeel,1
Sandeel,2
Sandeel,3
Sandeel,4
Sandeel,5
Sandeel,6
Sandeel,7
Sandeel,8
Sandeel,9
Sandeel,10
Sandeel,11
Sandeel,12
Sandeel,13
Sandeel,14
Sandeel,15
Sandeel,16
Sandeel,17
Sandeel,18
Sandeel,19
Sandeel,20
Sandeel,21
Sandeel,22
Sandeel,23
Sandeel,24
Sandeel,25
Sandeel,26
Sandeel,27
Sandeel,28
Sandeel,29
Sandeel,30
Sandeel,31
Sandeel,32
Sandeel,33
Sandeel,34
Sandeel,35
Sandeel,36
Sandeel,37
Sandeel,38
Sandeel,39
Sandeel,40
Sandeel,41
Sandeel,42
Sandeel,43
Sandeel,44
Sandeel,45
Sandeel,46
Sandeel,47
Sandeel,48
Sandeel,49
Sandeel,50
Sandeel,51
Sandeel,52
Sandeel,53
Sandeel,54
Sandeel,55
Sandeel,56
Sandeel,57
Sandeel,58
Sandeel,59
Sandeel,60
Sandeel,61
Sandeel,62
Sandeel,63
Sandeel,64
Sandeel,65
Sandeel,66
Sandeel,67
Sandeel,68
Sandeel,69
Sandeel,70
Sandeel,71
Sandeel,72
Sandeel,73
Sandeel,74
Sandeel,75
Sandeel,76
Sandeel,77
Sandeel,78
Sandeel,79
Sandeel,80
Sandeel,81
Sandeel,82
Sandeel,83
Sandeel,84
Sandeel,85
Sandeel,86
Sandeel,87
Sandeel,88
Sandeel,89
Sandeel,90
Sandeel,91
Sandeel,92
Sandeel,93
Sandeel,94
Sandeel,95
Sandeel,96
Sandeel,97
Sandeel,98
Sandeel,99
Sandeel,100
Sandeel,101
Sandeel,102
Sandeel,103
Sandeel,104
Sandeel,105
Sandeel,106
Sandeel,107
Sandeel,108
Sandeel,109
Sandeel,110
Sandeel,111
Sandeel,112
Sandeel,113
Sandeel,114
Sandeel,115
Sandeel,116
Sandeel,117
Sandeel,118
Sandeel,119
Sandeel,120
Sandeel,121
Sandeel,122
Sandeel,1
Sandeel,2
Sandeel,3
Sandeel,4
Sandeel,5
Sandeel,6
Sandeel,7
Sandeel,8
Sandeel,9
Sandeel,10
Sandeel,11
Sandeel,12
Sandeel,13
Sandeel,14
Sandeel,15
Sandeel,16
Sandeel,17
Sandeel,18
Sandeel,19
Sandeel,20
Sandeel,21
Sandeel,22
Sandeel,23
Sandeel,24
Sandeel,25
Sandeel,26
Sandeel,27
Sandeel,28
Sandeel,29
Sandeel,30
Sandeel,31
Sandeel,32
Sandeel,33
Sandeel,34
Sandeel,35
Sandeel,36
Sandeel,37
Sandeel,38
Sandeel,39
Sandeel,40
Sandeel,41
Sandeel,42
Sandeel,43
Sandeel,44
Sandeel,45
Sandeel,46
Sandeel,47
Sandeel,48
Sandeel,49
Sandeel,50
Sandeel,51
Sandeel,52
Sandeel,53
Sandeel,54
Sandeel,55
Sandeel,56
Sandeel,57
Sandeel,58
Sandeel,59
Sandeel,60
Sandeel,61
Sandeel,62
Sandeel,63
Sandeel,64
Sandeel,65
Sandeel,66
Sandeel,67
Sandeel,68
Sandeel,69
Sandeel,70
Sandeel,71
Sandeel,72
Sandeel,73
Sandeel,74
Sandeel,75
Sandeel,76
Sandeel,77
Sandeel,78
Sandeel,79
Sandeel,80
Sandeel,81
Sandeel,82
Sandeel,83
Sandeel,84
Sandeel,85
Sandeel,86
Sandeel,87
Sandeel,88
Sandeel,89
Sandeel,90
Sandeel,91
Sandeel,92
Sandeel,93
Sandeel,94
Sandeel,95
Sandeel,96
Sandeel,97
Sandeel,98
Sandeel,99
Sandeel,100
Sandeel,101
Sandeel,102
Sandeel,103
Sandeel,104
Sandeel,105
Sandeel,106
Sandeel,107
Sandeel,108
Sandeel,109
Sandeel,110
Sandeel,111
Sandeel,112
Sandeel,113
Sandeel,114
Sandeel,115
Sandeel,116
Sandeel,117
Sandeel,118
Sandeel,119
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Blue Whiting,8
Blue Whiting,9
Blue Whiting,10
Blue Whiting,11
Blue Whiting,12
Blue Whiting,13
Blue Whiting,14
Blue Whiting,15
Blue Whiting,16
Blue Whiting,17
Blue Whiting,18
Blue Whiting,19
Blue Whiting,20
Blue Whiting,21
Blue Whiting,22
Blue Whiting,23
Blue Whiting,24
Blue Whiting,25
Blue Whiting,26
Blue Whiting,27
Blue Whiting,28
Blue Whiting,29
Blue Whiting,30
Blue Whiting,31
Blue Whiting,32
Blue Whiting,33
Blue Whiting,34
Blue Whiting,35
Blue Whiting,36
Blue Whiting,37
Blue Whiting,38
Blue Whiting,39
Blue Whiting,40
Blue Whiting,41
Blue Whiting,42
Blue Whiting,43
Blue Whiting,44
Blue Whiting,45
Blue Whiting,46
Blue Whiting,47
Blue Whiting,48
Blue Whiting,49
Blue Whiting,50
Blue Whiting,51
Blue Whiting,52
Blue Whiting,53
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Blue Whiting,8
Blue Whiting,9
Blue Whiting,10
Blue Whiting,11
Blue Whiting,12
Blue Whiting,13
Blue Whiting,14
Blue Whiting,15
Blue Whiting,16
Blue Whiting,17
Blue Whiting,18
Brill,1
Cod,1
Cod,2
Poor Cod,1
Whiting,1
Whiting,2
Unidentified otoliths,1
Unidentified otoliths,2
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Cod,1
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Poor Cod,1
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
empty,
Blue Whiting,18
Blue Whiting,19
Blue Whiting,20
Blue Whiting,21
Blue Whiting,22
Blue Whiting,23
Blue Whiting,24
Blue Whiting,25
Blue Whiting,26
Blue Whiting,27
Blue Whiting,28
Blue Whiting,29
Blue Whiting,30
Blue Whiting,31
Blue Whiting,32
Blue Whiting,33
Blue Whiting,34
Blue Whiting,35
Blue Whiting,36
Blue Whiting,37
Blue Whiting,38
Lumpsucker,2
Norway Pout,3
Norway Pout,4
Norway Pout,5
Poor Cod,1
Poor Cod,2
Sandeel,1
Whiting,6
Whiting,7
Whiting,8
Whiting,9
Whiting,10
Whiting,11
Whiting,12
Whiting,13
Whiting,14
Whiting,15
Whiting,16
Whiting,17
Bass,1
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Blue Whiting,8
Blue Whiting,9
Blue Whiting,10
Blue Whiting,11
Blue Whiting,12
Blue Whiting,13
Blue Whiting,14
Blue Whiting,15
Blue Whiting,16
Blue Whiting,17
Blue Whiting,18
Blue Whiting,19
Blue Whiting,20
Blue Whiting,21
Blue Whiting,22
Blue Whiting,23
Blue Whiting,24
Blue Whiting,25
Blue Whiting,26
Blue Whiting,27
Blue Whiting,28
Blue Whiting,29
Unidentified Gadidae,1
Unidentified Gadidae,2
Unidentified Gadidae,3
Unidentified Gadidae,4
Norway Pout,2
Whiting,1
Whiting,1
Whiting,2
Whiting,3
Haddock/Pollack/Saithe,1
Blue Whiting,1
Blue Whiting,2
Blue Whiting,3
Blue Whiting,4
Blue Whiting,5
Blue Whiting,6
Blue Whiting,7
Black Sea Bream,1
Black Sea Bream,2
Cod,1
Cod,2
Ling,1
empty,
empty,
Butterfish,1
Blue Whiting,2
Blue Whiting,3
Haddock/Pollack/Saithe,1
Herring,1
Herring,2
Herring,3
Unidentified Gadidae,1
Unidentified Gadidae,2
Whiting,1
Herring,1
Haddock/Pollack/Saithe,1
Haddock/Pollack/Saithe,2
Haddock/Pollack/Saithe,3
Haddock/Pollack/Saithe,4
Haddock/Pollack/Saithe,5
Haddock/Pollack/Saithe,6
Haddock/Pollack/Saithe,7
Haddock/Pollack/Saithe,8
Haddock/Pollack/Saithe,9
Haddock/Pollack/Saithe,10
Haddock/Pollack/Saithe,11
Haddock/Pollack/Saithe,12
Haddock/Pollack/Saithe,13
Haddock/Pollack/Saithe,14
Haddock/Pollack/Saithe,15
Haddock/Pollack/Saithe,16
Haddock/Pollack/Saithe,17
Haddock/Pollack/Saithe,18
Haddock/Pollack/Saithe,19
Haddock/Pollack/Saithe,20
Haddock/Pollack/Saithe,21
Haddock/Pollack/Saithe,22
Haddock/Pollack/Saithe,23
Haddock/Pollack/Saithe,24
Haddock/Pollack/Saithe,25
Haddock/Pollack/Saithe,26
Haddock/Pollack/Saithe,27
Haddock/Pollack/Saithe,28
Haddock/Pollack/Saithe,29
Haddock/Pollack/Saithe,30
